"playerid","birthyear","birthmonth","birthday","birthcountry","birthstate","birthcity","deathyear","deathmonth","deathday","deathcountry","deathstate","deathcity","namefirst","namelast","namegiven","weight","height","bats","throws","debut","finalgame","retroid","bbrefid","yearid","votedby","ballots","needed","votes","inducted","category","needed_note"
"fellebo01",1918,11,3,"USA","IA","Van Meter",2010,12,15,"USA","OH","Cleveland","Bob","Feller","Robert William Andrew",185,"72","R","R","1936-07-19","1956-09-30","fellb101","fellebo01",1962,"BBWAA",160,120,150,"Y","Player",NULL
"fergujo01",1946,9,19,"USA","CA","San Francisco",NULL,NULL,NULL,NULL,NULL,NULL,"Joe","Ferguson","Joseph Vance",200,"74","R","R","1970-09-12","1983-06-17","fergj101","fergujo01",1989,"BBWAA",447,336,0,"N","Player",NULL
"fernaal01",1969,8,13,"USA","FL","Miami Beach",NULL,NULL,NULL,NULL,NULL,NULL,"Alex","Fernandez","Alexander",200,"74","R","R","1990-08-02","2000-05-18","ferna001","fernaal01",2006,"BBWAA",520,390,0,"N","Player",NULL
"fernasi01",1962,10,12,"USA","HI","Honolulu",NULL,NULL,NULL,NULL,NULL,NULL,"Sid","Fernandez","Charles Sidney",220,"73","L","L","1983-09-20","1997-04-05","ferns001","fernasi01",2003,"BBWAA",496,372,2,"N","Player",NULL
"fernato01",1962,6,30,"D.R.","San Pedro de Macoris","San Pedro de Macoris",NULL,NULL,NULL,NULL,NULL,NULL,"Tony","Fernandez","Octavio Antonio",165,"74","B","R","1983-09-02","2001-10-07","fernt001","fernato01",2007,"BBWAA",545,409,4,"N","Player",NULL
"ferreri01",1905,10,12,"USA","NC","Durham",1995,7,27,"USA","MI","Bloomfield Hills","Rick","Ferrell","Richard Benjamin",160,"70","R","R","1929-04-19","1947-09-14","ferrr101","ferreri01",1956,"BBWAA",193,145,1,"N","Player",NULL
"ferreri01",1905,10,12,"USA","NC","Durham",1995,7,27,"USA","MI","Bloomfield Hills","Rick","Ferrell","Richard Benjamin",160,"70","R","R","1929-04-19","1947-09-14","ferrr101","ferreri01",1958,"BBWAA",266,200,1,"N","Player",NULL
"ferreri01",1905,10,12,"USA","NC","Durham",1995,7,27,"USA","MI","Bloomfield Hills","Rick","Ferrell","Richard Benjamin",160,"70","R","R","1929-04-19","1947-09-14","ferrr101","ferreri01",1960,"BBWAA",269,202,1,"N","Player",NULL
"ferreri01",1905,10,12,"USA","NC","Durham",1995,7,27,"USA","MI","Bloomfield Hills","Rick","Ferrell","Richard Benjamin",160,"70","R","R","1929-04-19","1947-09-14","ferrr101","ferreri01",1984,"Veterans",NULL,NULL,NULL,"Y","Player",NULL
"ferrewe01",1908,2,2,"USA","NC","Greensboro",1976,12,9,"USA","FL","Sarasota","Wes","Ferrell","Wesley Cheek",195,"74","R","R","1927-09-09","1941-05-06","ferrw101","ferrewe01",1948,"BBWAA",121,91,1,"N","Player",NULL
"ferrewe01",1908,2,2,"USA","NC","Greensboro",1976,12,9,"USA","FL","Sarasota","Wes","Ferrell","Wesley Cheek",195,"74","R","R","1927-09-09","1941-05-06","ferrw101","ferrewe01",1949,"BBWAA",153,115,1,"N","Player",NULL
"ferrewe01",1908,2,2,"USA","NC","Greensboro",1976,12,9,"USA","FL","Sarasota","Wes","Ferrell","Wesley Cheek",195,"74","R","R","1927-09-09","1941-05-06","ferrw101","ferrewe01",1956,"BBWAA",193,145,7,"N","Player",NULL
"ferrewe01",1908,2,2,"USA","NC","Greensboro",1976,12,9,"USA","FL","Sarasota","Wes","Ferrell","Wesley Cheek",195,"74","R","R","1927-09-09","1941-05-06","ferrw101","ferrewe01",1958,"BBWAA",266,200,9,"N","Player",NULL
"ferrewe01",1908,2,2,"USA","NC","Greensboro",1976,12,9,"USA","FL","Sarasota","Wes","Ferrell","Wesley Cheek",195,"74","R","R","1927-09-09","1941-05-06","ferrw101","ferrewe01",1960,"BBWAA",269,202,8,"N","Player",NULL
"ferrewe01",1908,2,2,"USA","NC","Greensboro",1976,12,9,"USA","FL","Sarasota","Wes","Ferrell","Wesley Cheek",195,"74","R","R","1927-09-09","1941-05-06","ferrw101","ferrewe01",1962,"BBWAA",160,120,1,"N","Player",NULL
"fieldce01",1963,9,21,"USA","CA","Los Angeles",NULL,NULL,NULL,NULL,NULL,NULL,"Cecil","Fielder","Cecil Grant",230,"75","R","R","1985-07-20","1998-09-13","fielc001","fieldce01",2004,"BBWAA",506,380,1,"N","Player",NULL
"fingero01",1946,8,25,"USA","OH","Steubenville",NULL,NULL,NULL,NULL,NULL,NULL,"Rollie","Fingers","Roland Glen",190,"76","R","R","1968-09-15","1985-09-17","fingr001","fingero01",1991,"BBWAA",443,333,291,"N","Player",NULL
"fingero01",1946,8,25,"USA","OH","Steubenville",NULL,NULL,NULL,NULL,NULL,NULL,"Rollie","Fingers","Roland Glen",190,"76","R","R","1968-09-15","1985-09-17","fingr001","fingero01",1992,"BBWAA",430,323,349,"Y","Player",NULL
"finlech01",1962,11,26,"USA","LA","Monroe",NULL,NULL,NULL,NULL,NULL,NULL,"Chuck","Finley","Charles Edward",220,"78","L","L","1986-05-29","2002-09-28","finlc001","finlech01",2008,"BBWAA",543,408,1,"N","Player",NULL
"finlest01",1965,3,12,"USA","TN","Union City",NULL,NULL,NULL,NULL,NULL,NULL,"Steve","Finley","Steven Allen",175,"74","L","L","1989-04-03","2007-06-03","finls001","finlest01",2013,"BBWAA",569,427,4,"N","Player",NULL
"fisheed02",1936,7,16,"USA","LA","Shreveport",NULL,NULL,NULL,NULL,NULL,NULL,"Eddie","Fisher","Eddie Gene",200,"74","R","R","1959-06-22","1973-09-19","fishe102","fisheed02",1979,"BBWAA",432,324,0,"N","Player",NULL
"fiskca01",1947,12,26,"USA","VT","Bellows Falls",NULL,NULL,NULL,NULL,NULL,NULL,"Carlton","Fisk","Carlton Ernest",200,"75","R","R","1969-09-18","1993-06-22","fiskc001","fiskca01",1999,"BBWAA",497,373,330,"N","Player",NULL
"fiskca01",1947,12,26,"USA","VT","Bellows Falls",NULL,NULL,NULL,NULL,NULL,NULL,"Carlton","Fisk","Carlton Ernest",200,"75","R","R","1969-09-18","1993-06-22","fiskc001","fiskca01",2000,"BBWAA",499,375,397,"Y","Player",NULL
"fitzsfr01",1901,7,28,"USA","IN","Mishawaka",1979,11,18,"USA","CA","Yucca Valley","Freddie","Fitzsimmons","Fred Landis",185,"71","R","R","1925-08-12","1943-07-16","fitzf101","fitzsfr01",1948,"BBWAA",121,91,2,"N","Player",NULL
"fitzsfr01",1901,7,28,"USA","IN","Mishawaka",1979,11,18,"USA","CA","Yucca Valley","Freddie","Fitzsimmons","Fred Landis",185,"71","R","R","1925-08-12","1943-07-16","fitzf101","fitzsfr01",1949,"BBWAA",153,115,2,"N","Player",NULL
"fitzsfr01",1901,7,28,"USA","IN","Mishawaka",1979,11,18,"USA","CA","Yucca Valley","Freddie","Fitzsimmons","Fred Landis",185,"71","R","R","1925-08-12","1943-07-16","fitzf101","fitzsfr01",1950,"BBWAA",168,126,1,"N","Player",NULL
"fitzsfr01",1901,7,28,"USA","IN","Mishawaka",1979,11,18,"USA","CA","Yucca Valley","Freddie","Fitzsimmons","Fred Landis",185,"71","R","R","1925-08-12","1943-07-16","fitzf101","fitzsfr01",1956,"BBWAA",193,145,3,"N","Player",NULL
"fitzsfr01",1901,7,28,"USA","IN","Mishawaka",1979,11,18,"USA","CA","Yucca Valley","Freddie","Fitzsimmons","Fred Landis",185,"71","R","R","1925-08-12","1943-07-16","fitzf101","fitzsfr01",1958,"BBWAA",266,200,16,"N","Player",NULL
"fitzsfr01",1901,7,28,"USA","IN","Mishawaka",1979,11,18,"USA","CA","Yucca Valley","Freddie","Fitzsimmons","Fred Landis",185,"71","R","R","1925-08-12","1943-07-16","fitzf101","fitzsfr01",1960,"BBWAA",269,202,13,"N","Player",NULL
"fitzsfr01",1901,7,28,"USA","IN","Mishawaka",1979,11,18,"USA","CA","Yucca Valley","Freddie","Fitzsimmons","Fred Landis",185,"71","R","R","1925-08-12","1943-07-16","fitzf101","fitzsfr01",1962,"BBWAA",160,120,1,"N","Player",NULL
"flanami01",1951,12,16,"USA","NH","Manchester",2011,8,24,"USA","MD","Monkton","Mike","Flanagan","Michael Kendall",185,"72","L","L","1975-09-05","1992-09-27","flanm001","flanami01",1998,"BBWAA",473,355,2,"N","Player",NULL
"fletcar01",1885,1,5,"USA","IL","Collinsville",1950,2,6,"USA","CA","Los Angeles","Art","Fletcher","Arthur",170,"70","R","R","1909-04-15","1922-09-16","fleta101","fletcar01",1937,"BBWAA",201,151,2,"N","Player",NULL
"fletcar01",1885,1,5,"USA","IL","Collinsville",1950,2,6,"USA","CA","Los Angeles","Art","Fletcher","Arthur",170,"70","R","R","1909-04-15","1922-09-16","fleta101","fletcar01",1938,"BBWAA",262,197,3,"N","Player",NULL
"fletcar01",1885,1,5,"USA","IL","Collinsville",1950,2,6,"USA","CA","Los Angeles","Art","Fletcher","Arthur",170,"70","R","R","1909-04-15","1922-09-16","fleta101","fletcar01",1939,"BBWAA",274,206,1,"N","Player",NULL
"fletcar01",1885,1,5,"USA","IL","Collinsville",1950,2,6,"USA","CA","Los Angeles","Art","Fletcher","Arthur",170,"70","R","R","1909-04-15","1922-09-16","fleta101","fletcar01",1947,"BBWAA",161,121,3,"N","Player",NULL
"fletcar01",1885,1,5,"USA","IL","Collinsville",1950,2,6,"USA","CA","Los Angeles","Art","Fletcher","Arthur",170,"70","R","R","1909-04-15","1922-09-16","fleta101","fletcar01",1948,"BBWAA",121,91,3,"N","Player",NULL
"fletcar01",1885,1,5,"USA","IL","Collinsville",1950,2,6,"USA","CA","Los Angeles","Art","Fletcher","Arthur",170,"70","R","R","1909-04-15","1922-09-16","fleta101","fletcar01",1949,"BBWAA",153,115,1,"N","Player",NULL
"fletcar01",1885,1,5,"USA","IL","Collinsville",1950,2,6,"USA","CA","Los Angeles","Art","Fletcher","Arthur",170,"70","R","R","1909-04-15","1922-09-16","fleta101","fletcar01",1950,"BBWAA",168,126,1,"N","Player",NULL
"fletcar01",1885,1,5,"USA","IL","Collinsville",1950,2,6,"USA","CA","Los Angeles","Art","Fletcher","Arthur",170,"70","R","R","1909-04-15","1922-09-16","fleta101","fletcar01",1951,"BBWAA",226,170,4,"N","Player",NULL
"flickel01",1876,1,11,"USA","OH","Bedford",1971,1,9,"USA","OH","Bedford","Elmer","Flick","Elmer Harrison",168,"69","L","R","1898-04-26","1910-07-04","flice101","flickel01",1938,"BBWAA",262,197,1,"N","Player",NULL
"flickel01",1876,1,11,"USA","OH","Bedford",1971,1,9,"USA","OH","Bedford","Elmer","Flick","Elmer Harrison",168,"69","L","R","1898-04-26","1910-07-04","flice101","flickel01",1963,"Veterans",NULL,NULL,NULL,"Y","Player",NULL
"flintsi01",1855,8,3,"USA","PA","Philadelphia",1892,1,14,"USA","IL","Chicago","Silver","Flint","Frank Sylvester",180,"72","R","R","1875-05-04","1889-07-18","flins101","flintsi01",1936,"Veterans",78,59,0,"N","Player",NULL
"floodcu01",1938,1,18,"USA","TX","Houston",1997,1,20,"USA","CA","Los Angeles","Curt","Flood","Curtis Charles",165,"69","R","R","1956-09-09","1971-04-25","flooc101","floodcu01",1977,"BBWAA",383,288,16,"N","Player",NULL
"floodcu01",1938,1,18,"USA","TX","Houston",1997,1,20,"USA","CA","Los Angeles","Curt","Flood","Curtis Charles",165,"69","R","R","1956-09-09","1971-04-25","flooc101","floodcu01",1978,"BBWAA",379,285,8,"N","Player",NULL
"floodcu01",1938,1,18,"USA","TX","Houston",1997,1,20,"USA","CA","Los Angeles","Curt","Flood","Curtis Charles",165,"69","R","R","1956-09-09","1971-04-25","flooc101","floodcu01",1979,"BBWAA",432,324,14,"N","Player",NULL
"floodcu01",1938,1,18,"USA","TX","Houston",1997,1,20,"USA","CA","Los Angeles","Curt","Flood","Curtis Charles",165,"69","R","R","1956-09-09","1971-04-25","flooc101","floodcu01",1985,"BBWAA",395,297,28,"N","Player",NULL
"floodcu01",1938,1,18,"USA","TX","Houston",1997,1,20,"USA","CA","Los Angeles","Curt","Flood","Curtis Charles",165,"69","R","R","1956-09-09","1971-04-25","flooc101","floodcu01",1986,"BBWAA",425,319,45,"N","Player",NULL
"floodcu01",1938,1,18,"USA","TX","Houston",1997,1,20,"USA","CA","Los Angeles","Curt","Flood","Curtis Charles",165,"69","R","R","1956-09-09","1971-04-25","flooc101","floodcu01",1987,"BBWAA",413,310,50,"N","Player",NULL
"floodcu01",1938,1,18,"USA","TX","Houston",1997,1,20,"USA","CA","Los Angeles","Curt","Flood","Curtis Charles",165,"69","R","R","1956-09-09","1971-04-25","flooc101","floodcu01",1988,"BBWAA",427,321,48,"N","Player",NULL
"floodcu01",1938,1,18,"USA","TX","Houston",1997,1,20,"USA","CA","Los Angeles","Curt","Flood","Curtis Charles",165,"69","R","R","1956-09-09","1971-04-25","flooc101","floodcu01",1989,"BBWAA",447,336,27,"N","Player",NULL
"floodcu01",1938,1,18,"USA","TX","Houston",1997,1,20,"USA","CA","Los Angeles","Curt","Flood","Curtis Charles",165,"69","R","R","1956-09-09","1971-04-25","flooc101","floodcu01",1990,"BBWAA",444,333,35,"N","Player",NULL
"floodcu01",1938,1,18,"USA","TX","Houston",1997,1,20,"USA","CA","Los Angeles","Curt","Flood","Curtis Charles",165,"69","R","R","1956-09-09","1971-04-25","flooc101","floodcu01",1991,"BBWAA",443,333,23,"N","Player",NULL
"floodcu01",1938,1,18,"USA","TX","Houston",1997,1,20,"USA","CA","Los Angeles","Curt","Flood","Curtis Charles",165,"69","R","R","1956-09-09","1971-04-25","flooc101","floodcu01",1992,"BBWAA",430,323,42,"N","Player",NULL
"floodcu01",1938,1,18,"USA","TX","Houston",1997,1,20,"USA","CA","Los Angeles","Curt","Flood","Curtis Charles",165,"69","R","R","1956-09-09","1971-04-25","flooc101","floodcu01",1993,"BBWAA",423,318,36,"N","Player",NULL
"floodcu01",1938,1,18,"USA","TX","Houston",1997,1,20,"USA","CA","Los Angeles","Curt","Flood","Curtis Charles",165,"69","R","R","1956-09-09","1971-04-25","flooc101","floodcu01",1994,"BBWAA",456,342,39,"N","Player",NULL
"floodcu01",1938,1,18,"USA","TX","Houston",1997,1,20,"USA","CA","Los Angeles","Curt","Flood","Curtis Charles",165,"69","R","R","1956-09-09","1971-04-25","flooc101","floodcu01",1995,"BBWAA",460,345,59,"N","Player",NULL
"floodcu01",1938,1,18,"USA","TX","Houston",1997,1,20,"USA","CA","Los Angeles","Curt","Flood","Curtis Charles",165,"69","R","R","1956-09-09","1971-04-25","flooc101","floodcu01",1996,"BBWAA",470,353,71,"N","Player",NULL
"floydcl01",1972,12,5,"USA","IL","Chicago",NULL,NULL,NULL,NULL,NULL,NULL,"Cliff","Floyd","Cornelius Clifford",220,"77","L","R","1993-09-18","2009-06-17","floyc001","floydcl01",2015,"BBWAA",549,412,0,"N","Player",NULL
"fonsele01",1899,1,21,"USA","CA","Oakland",1989,11,26,"USA","IA","Ely","Lew","Fonseca","Lewis Albert",180,"70","R","R","1921-04-13","1933-09-11","fonsl101","fonsele01",1948,"BBWAA",121,91,1,"N","Player",NULL
"fonsele01",1899,1,21,"USA","CA","Oakland",1989,11,26,"USA","IA","Ely","Lew","Fonseca","Lewis Albert",180,"70","R","R","1921-04-13","1933-09-11","fonsl101","fonsele01",1950,"BBWAA",168,126,2,"N","Player",NULL
"fonsele01",1899,1,21,"USA","CA","Oakland",1989,11,26,"USA","IA","Ely","Lew","Fonseca","Lewis Albert",180,"70","R","R","1921-04-13","1933-09-11","fonsl101","fonsele01",1956,"BBWAA",193,145,2,"N","Player",NULL
"fonsele01",1899,1,21,"USA","CA","Oakland",1989,11,26,"USA","IA","Ely","Lew","Fonseca","Lewis Albert",180,"70","R","R","1921-04-13","1933-09-11","fonsl101","fonsele01",1958,"BBWAA",266,200,3,"N","Player",NULL
"fonsele01",1899,1,21,"USA","CA","Oakland",1989,11,26,"USA","IA","Ely","Lew","Fonseca","Lewis Albert",180,"70","R","R","1921-04-13","1933-09-11","fonsl101","fonsele01",1960,"BBWAA",269,202,3,"N","Player",NULL
"fordwh01",1928,10,21,"USA","NY","New York",NULL,NULL,NULL,NULL,NULL,NULL,"Whitey","Ford","Edward Charles",178,"70","L","L","1950-07-01","1967-05-21","fordw101","fordwh01",1973,"BBWAA",380,285,255,"N","Player",NULL
"fordwh01",1928,10,21,"USA","NY","New York",NULL,NULL,NULL,NULL,NULL,NULL,"Whitey","Ford","Edward Charles",178,"70","L","L","1950-07-01","1967-05-21","fordw101","fordwh01",1974,"BBWAA",365,274,284,"Y","Player",NULL
"forscbo01",1950,1,13,"USA","CA","Sacramento",2011,11,3,"USA","FL","Weeki Wachee","Bob","Forsch","Robert Herbert",200,"76","R","R","1974-07-07","1989-09-25","forsb001","forscbo01",1995,"BBWAA",460,345,2,"N","Player",NULL
"forscke01",1946,9,8,"USA","CA","Sacramento",NULL,NULL,NULL,NULL,NULL,NULL,"Ken","Forsch","Kenneth Roth",195,"76","R","R","1970-09-07","1986-05-23","forsk001","forscke01",1992,"BBWAA",430,323,0,"N","Player",NULL
"fostebi99",1904,6,12,"USA","TX","Calvert",1978,9,16,"USA","MS","Lorman","Bill","Foster","William Hendrick",195,"73","B","L",NULL,NULL,NULL,"fostebi99",1996,"Veterans",NULL,NULL,NULL,"Y","Player",NULL
"fosteed02",1887,2,13,"USA","IL","Chicago",1937,1,15,"USA","DC","Washington","Eddie","Foster","Edward Cunningham",145,"66","R","R","1910-04-14","1923-08-05","foste103","fosteed02",1938,"BBWAA",262,197,2,"N","Player",NULL
"fostege01",1948,12,1,"USA","AL","Tuscaloosa",NULL,NULL,NULL,NULL,NULL,NULL,"George","Foster","George Arthur",180,"73","R","R","1969-09-10","1986-09-06","fostg001","fostege01",1992,"BBWAA",430,323,24,"N","Player",NULL
"fostege01",1948,12,1,"USA","AL","Tuscaloosa",NULL,NULL,NULL,NULL,NULL,NULL,"George","Foster","George Arthur",180,"73","R","R","1969-09-10","1986-09-06","fostg001","fostege01",1993,"BBWAA",423,318,29,"N","Player",NULL
"fostege01",1948,12,1,"USA","AL","Tuscaloosa",NULL,NULL,NULL,NULL,NULL,NULL,"George","Foster","George Arthur",180,"73","R","R","1969-09-10","1986-09-06","fostg001","fostege01",1994,"BBWAA",456,342,16,"N","Player",NULL
"fostege01",1948,12,1,"USA","AL","Tuscaloosa",NULL,NULL,NULL,NULL,NULL,NULL,"George","Foster","George Arthur",180,"73","R","R","1969-09-10","1986-09-06","fostg001","fostege01",1995,"BBWAA",460,345,19,"N","Player",NULL
"fosteru99",1879,9,17,"USA","TX","Calvert",1930,12,9,"USA","IL","Kankakee","Rube","Foster","Andrew Bishop",200,"72","R","R",NULL,NULL,NULL,"fosteru99",1981,"Veterans",NULL,NULL,NULL,"Y","Manager",NULL
"foxne01",1927,12,25,"USA","PA","St. Thomas",1975,12,1,"USA","MD","Baltimore","Nellie","Fox","Jacob Nelson",160,"70","L","R","1947-06-08","1965-07-25","fox-n101","foxne01",1971,"BBWAA",360,270,39,"N","Player",NULL
"foxne01",1927,12,25,"USA","PA","St. Thomas",1975,12,1,"USA","MD","Baltimore","Nellie","Fox","Jacob Nelson",160,"70","L","R","1947-06-08","1965-07-25","fox-n101","foxne01",1972,"BBWAA",396,297,64,"N","Player",NULL
"foxne01",1927,12,25,"USA","PA","St. Thomas",1975,12,1,"USA","MD","Baltimore","Nellie","Fox","Jacob Nelson",160,"70","L","R","1947-06-08","1965-07-25","fox-n101","foxne01",1973,"BBWAA",380,285,73,"N","Player",NULL
"foxne01",1927,12,25,"USA","PA","St. Thomas",1975,12,1,"USA","MD","Baltimore","Nellie","Fox","Jacob Nelson",160,"70","L","R","1947-06-08","1965-07-25","fox-n101","foxne01",1974,"BBWAA",365,274,79,"N","Player",NULL
"foxne01",1927,12,25,"USA","PA","St. Thomas",1975,12,1,"USA","MD","Baltimore","Nellie","Fox","Jacob Nelson",160,"70","L","R","1947-06-08","1965-07-25","fox-n101","foxne01",1975,"BBWAA",362,272,76,"N","Player",NULL
"foxne01",1927,12,25,"USA","PA","St. Thomas",1975,12,1,"USA","MD","Baltimore","Nellie","Fox","Jacob Nelson",160,"70","L","R","1947-06-08","1965-07-25","fox-n101","foxne01",1976,"BBWAA",388,291,174,"N","Player",NULL
"foxne01",1927,12,25,"USA","PA","St. Thomas",1975,12,1,"USA","MD","Baltimore","Nellie","Fox","Jacob Nelson",160,"70","L","R","1947-06-08","1965-07-25","fox-n101","foxne01",1977,"BBWAA",383,288,152,"N","Player",NULL
"foxne01",1927,12,25,"USA","PA","St. Thomas",1975,12,1,"USA","MD","Baltimore","Nellie","Fox","Jacob Nelson",160,"70","L","R","1947-06-08","1965-07-25","fox-n101","foxne01",1978,"BBWAA",379,285,149,"N","Player",NULL
"foxne01",1927,12,25,"USA","PA","St. Thomas",1975,12,1,"USA","MD","Baltimore","Nellie","Fox","Jacob Nelson",160,"70","L","R","1947-06-08","1965-07-25","fox-n101","foxne01",1979,"BBWAA",432,324,174,"N","Player",NULL
"foxne01",1927,12,25,"USA","PA","St. Thomas",1975,12,1,"USA","MD","Baltimore","Nellie","Fox","Jacob Nelson",160,"70","L","R","1947-06-08","1965-07-25","fox-n101","foxne01",1980,"BBWAA",385,289,161,"N","Player",NULL
"foxne01",1927,12,25,"USA","PA","St. Thomas",1975,12,1,"USA","MD","Baltimore","Nellie","Fox","Jacob Nelson",160,"70","L","R","1947-06-08","1965-07-25","fox-n101","foxne01",1981,"BBWAA",401,301,168,"N","Player",NULL
"foxne01",1927,12,25,"USA","PA","St. Thomas",1975,12,1,"USA","MD","Baltimore","Nellie","Fox","Jacob Nelson",160,"70","L","R","1947-06-08","1965-07-25","fox-n101","foxne01",1982,"BBWAA",415,312,127,"N","Player",NULL
"foxne01",1927,12,25,"USA","PA","St. Thomas",1975,12,1,"USA","MD","Baltimore","Nellie","Fox","Jacob Nelson",160,"70","L","R","1947-06-08","1965-07-25","fox-n101","foxne01",1983,"BBWAA",374,281,173,"N","Player",NULL
"foxne01",1927,12,25,"USA","PA","St. Thomas",1975,12,1,"USA","MD","Baltimore","Nellie","Fox","Jacob Nelson",160,"70","L","R","1947-06-08","1965-07-25","fox-n101","foxne01",1984,"BBWAA",403,303,246,"N","Player",NULL
"foxne01",1927,12,25,"USA","PA","St. Thomas",1975,12,1,"USA","MD","Baltimore","Nellie","Fox","Jacob Nelson",160,"70","L","R","1947-06-08","1965-07-25","fox-n101","foxne01",1985,"BBWAA",395,297,295,"N","Player",NULL
"foxne01",1927,12,25,"USA","PA","St. Thomas",1975,12,1,"USA","MD","Baltimore","Nellie","Fox","Jacob Nelson",160,"70","L","R","1947-06-08","1965-07-25","fox-n101","foxne01",1997,"Veterans",NULL,NULL,NULL,"Y","Player",NULL
"foxxji01",1907,10,22,"USA","MD","Sudlersville",1967,7,21,"USA","FL","Miami","Jimmie","Foxx","James Emory",195,"72","R","R","1925-05-01","1945-09-23","foxxj101","foxxji01",1936,"BBWAA",226,170,21,"N","Player",NULL
"foxxji01",1907,10,22,"USA","MD","Sudlersville",1967,7,21,"USA","FL","Miami","Jimmie","Foxx","James Emory",195,"72","R","R","1925-05-01","1945-09-23","foxxj101","foxxji01",1946,"Nominating Vote",202,NULL,26,"N","Player","Top 20"
"foxxji01",1907,10,22,"USA","MD","Sudlersville",1967,7,21,"USA","FL","Miami","Jimmie","Foxx","James Emory",195,"72","R","R","1925-05-01","1945-09-23","foxxj101","foxxji01",1947,"BBWAA",161,121,10,"N","Player",NULL
"foxxji01",1907,10,22,"USA","MD","Sudlersville",1967,7,21,"USA","FL","Miami","Jimmie","Foxx","James Emory",195,"72","R","R","1925-05-01","1945-09-23","foxxj101","foxxji01",1948,"BBWAA",121,91,50,"N","Player",NULL
"foxxji01",1907,10,22,"USA","MD","Sudlersville",1967,7,21,"USA","FL","Miami","Jimmie","Foxx","James Emory",195,"72","R","R","1925-05-01","1945-09-23","foxxj101","foxxji01",1949,"BBWAA",153,115,85,"N","Player",NULL
"foxxji01",1907,10,22,"USA","MD","Sudlersville",1967,7,21,"USA","FL","Miami","Jimmie","Foxx","James Emory",195,"72","R","R","1925-05-01","1945-09-23","foxxj101","foxxji01",1949,"Run Off",187,NULL,89,"N","Player","1st"
"foxxji01",1907,10,22,"USA","MD","Sudlersville",1967,7,21,"USA","FL","Miami","Jimmie","Foxx","James Emory",195,"72","R","R","1925-05-01","1945-09-23","foxxj101","foxxji01",1950,"BBWAA",168,126,103,"N","Player",NULL
"foxxji01",1907,10,22,"USA","MD","Sudlersville",1967,7,21,"USA","FL","Miami","Jimmie","Foxx","James Emory",195,"72","R","R","1925-05-01","1945-09-23","foxxj101","foxxji01",1951,"BBWAA",226,170,179,"Y","Player",NULL
"francjo01",1960,9,17,"USA","NY","Brooklyn",NULL,NULL,NULL,NULL,NULL,NULL,"John","Franco","John Anthony",170,"70","L","L","1984-04-24","2005-07-01","franj001","francjo01",2011,"BBWAA",581,436,27,"N","Player",NULL
"francju02",1987,6,24,"D.R.","Monsenor Nouel","Bonao",NULL,NULL,NULL,NULL,NULL,NULL,"Juan","Francisco","Juan Ramon",245,"74","L","R","2009-09-14","2014-09-28","franj005","francju02",2013,"BBWAA",569,427,6,"N","Player",NULL
"frasech01",1873,8,26,"USA","IL","Chicago",1940,5,8,"USA","ID","Wendell","Chick","Fraser","Charles Carrolton",188,"70","R","R","1896-04-19","1909-05-03","frasc101","frasech01",1939,"BBWAA",274,206,1,"N","Player",NULL
"freehbi01",1941,11,29,"USA","MI","Detroit",NULL,NULL,NULL,NULL,NULL,NULL,"Bill","Freehan","William Ashley",203,"75","R","R","1961-09-26","1976-10-03","freeb103","freehbi01",1982,"BBWAA",415,312,2,"N","Player",NULL
"fregoji01",1942,4,4,"USA","CA","San Francisco",2014,2,14,"USA","FL","Miami","Jim","Fregosi","James Louis",190,"73","R","R","1961-09-14","1978-05-31","fregj101","fregoji01",1984,"BBWAA",403,303,4,"N","Player",NULL
"frickfo99",1894,12,19,"USA","IN","Wawaka",1978,4,8,"USA","NY","Bronxville","Ford","Frick","Ford Christopher",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"frickfo99",1970,"Veterans",NULL,NULL,NULL,"Y","Pioneer/Executive",NULL
"friscfr01",1897,9,9,"USA","NY","Bronx",1973,3,12,"USA","DE","Wilmington","Frankie","Frisch","Frank Francis",165,"71","B","R","1919-06-17","1937-08-05","frisf101","friscfr01",1936,"BBWAA",226,170,14,"N","Player",NULL
"friscfr01",1897,9,9,"USA","NY","Bronx",1973,3,12,"USA","DE","Wilmington","Frankie","Frisch","Frank Francis",165,"71","B","R","1919-06-17","1937-08-05","frisf101","friscfr01",1939,"BBWAA",274,206,26,"N","Player",NULL
"friscfr01",1897,9,9,"USA","NY","Bronx",1973,3,12,"USA","DE","Wilmington","Frankie","Frisch","Frank Francis",165,"71","B","R","1919-06-17","1937-08-05","frisf101","friscfr01",1942,"BBWAA",233,175,84,"N","Player",NULL
"friscfr01",1897,9,9,"USA","NY","Bronx",1973,3,12,"USA","DE","Wilmington","Frankie","Frisch","Frank Francis",165,"71","B","R","1919-06-17","1937-08-05","frisf101","friscfr01",1945,"BBWAA",247,186,101,"N","Player",NULL
"friscfr01",1897,9,9,"USA","NY","Bronx",1973,3,12,"USA","DE","Wilmington","Frankie","Frisch","Frank Francis",165,"71","B","R","1919-06-17","1937-08-05","frisf101","friscfr01",1946,"Final Ballot",263,198,67,"N","Player",NULL
"friscfr01",1897,9,9,"USA","NY","Bronx",1973,3,12,"USA","DE","Wilmington","Frankie","Frisch","Frank Francis",165,"71","B","R","1919-06-17","1937-08-05","frisf101","friscfr01",1946,"Nominating Vote",202,NULL,104,"N","Player","Top 20"
