system,system_name,school,school_name,pool,designation_ineligible,subgroup,score_achievement,score_growth,score_absenteeism,score_grad,score_ready_grad,score_elpa
170,Crockett County,12,Crockett County Middle School,K8,0,Hispanic,2,2,4,,,3
170,Crockett County,12,Crockett County Middle School,K8,0,Students with Disabilities,3,3,4,,,
170,Crockett County,12,Crockett County Middle School,K8,,Subgroups,2.333333333,2.5,3.333333333,,,3
170,Crockett County,12,Crockett County Middle School,K8,0,Super Subgroup,2,2,,,,
170,Crockett County,12,Crockett County Middle School,K8,0,White,3,2,3,,,
170,Crockett County,20,Friendship Elementary,K8,0,All Students,2,3,4,,,
170,Crockett County,20,Friendship Elementary,K8,0,Black or African American,,,,,,
170,Crockett County,20,Friendship Elementary,K8,0,Black/Hispanic/Native American,,,4,,,
170,Crockett County,20,Friendship Elementary,K8,0,Economically Disadvantaged,2,3,4,,,
170,Crockett County,20,Friendship Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
170,Crockett County,20,Friendship Elementary,K8,0,Hispanic,,,,,,
170,Crockett County,20,Friendship Elementary,K8,0,Students with Disabilities,,,,,,
170,Crockett County,20,Friendship Elementary,K8,,Subgroups,2,3,4,,,
170,Crockett County,20,Friendship Elementary,K8,0,Super Subgroup,2,3,,,,
170,Crockett County,20,Friendship Elementary,K8,0,White,2,3,4,,,
170,Crockett County,25,Gadsden Elementary,K8,0,All Students,2,3,3,,,
170,Crockett County,25,Gadsden Elementary,K8,0,Asian,,,,,,
170,Crockett County,25,Gadsden Elementary,K8,0,Black or African American,,,,,,
170,Crockett County,25,Gadsden Elementary,K8,0,Black/Hispanic/Native American,,,,,,
170,Crockett County,25,Gadsden Elementary,K8,0,Economically Disadvantaged,,3,2,,,
170,Crockett County,25,Gadsden Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
170,Crockett County,25,Gadsden Elementary,K8,0,Hispanic,,,,,,
170,Crockett County,25,Gadsden Elementary,K8,0,Students with Disabilities,,,,,,
170,Crockett County,25,Gadsden Elementary,K8,,Subgroups,,3,2,,,
170,Crockett County,25,Gadsden Elementary,K8,0,Super Subgroup,,3,,,,
170,Crockett County,25,Gadsden Elementary,K8,0,White,3,3,3,,,
170,Crockett County,40,Maury City Elementary,K8,0,All Students,3,1,4,,,4
170,Crockett County,40,Maury City Elementary,K8,0,Black or African American,,,,,,
170,Crockett County,40,Maury City Elementary,K8,0,Black/Hispanic/Native American,,2,4,,,4
170,Crockett County,40,Maury City Elementary,K8,0,Economically Disadvantaged,0,2,4,,,
170,Crockett County,40,Maury City Elementary,K8,0,English Learners with Transitional 1-4,,2,,,,4
170,Crockett County,40,Maury City Elementary,K8,0,Hispanic,,2,,,,4
170,Crockett County,40,Maury City Elementary,K8,0,Students with Disabilities,,,,,,
170,Crockett County,40,Maury City Elementary,K8,,Subgroups,0,2,4,,,4
170,Crockett County,40,Maury City Elementary,K8,0,Super Subgroup,2,2,,,,
170,Crockett County,40,Maury City Elementary,K8,0,White,3,1,4,,,
171,Alamo,5,Alamo Elementary,K8,0,All Students,4,4,3,,,4
171,Alamo,5,Alamo Elementary,K8,0,Asian,,,,,,
171,Alamo,5,Alamo Elementary,K8,0,Black or African American,2,4,4,,,
171,Alamo,5,Alamo Elementary,K8,0,Black/Hispanic/Native American,3,4,4,,,4
171,Alamo,5,Alamo Elementary,K8,0,Economically Disadvantaged,3,4,3,,,4
171,Alamo,5,Alamo Elementary,K8,0,English Learners with Transitional 1-4,3,4,3,,,4
171,Alamo,5,Alamo Elementary,K8,0,Hispanic,3,4,3,,,4
171,Alamo,5,Alamo Elementary,K8,0,Students with Disabilities,3,3,4,,,
171,Alamo,5,Alamo Elementary,K8,,Subgroups,3,3.75,3.5,,,4
171,Alamo,5,Alamo Elementary,K8,0,Super Subgroup,3,4,,,,
171,Alamo,5,Alamo Elementary,K8,0,White,4,4,3,,,
172,Bells,5,Bells Elementary,K8,0,All Students,4,2,4,,,3
172,Bells,5,Bells Elementary,K8,0,Black or African American,,2,4,,,
172,Bells,5,Bells Elementary,K8,0,Black/Hispanic/Native American,3,2,4,,,3
172,Bells,5,Bells Elementary,K8,0,Economically Disadvantaged,4,3,4,,,
172,Bells,5,Bells Elementary,K8,0,English Learners with Transitional 1-4,,2,4,,,3
172,Bells,5,Bells Elementary,K8,0,Hispanic,4,3,4,,,3
172,Bells,5,Bells Elementary,K8,0,Students with Disabilities,,2,2,,,
172,Bells,5,Bells Elementary,K8,,Subgroups,3.5,2.25,3.5,,,3
172,Bells,5,Bells Elementary,K8,0,Super Subgroup,3,3,,,,
172,Bells,5,Bells Elementary,K8,0,White,4,2,3,,,
180,Cumberland County,8,Frank P. Brown Elementary,K8,0,All Students,3,1,2,,,
180,Cumberland County,8,Frank P. Brown Elementary,K8,0,American Indian or Alaska Native,,,,,,
180,Cumberland County,8,Frank P. Brown Elementary,K8,0,Asian,,,,,,
180,Cumberland County,8,Frank P. Brown Elementary,K8,0,Black or African American,,,,,,
180,Cumberland County,8,Frank P. Brown Elementary,K8,0,Black/Hispanic/Native American,,,,,,
180,Cumberland County,8,Frank P. Brown Elementary,K8,0,Economically Disadvantaged,3,1,3,,,
180,Cumberland County,8,Frank P. Brown Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
180,Cumberland County,8,Frank P. Brown Elementary,K8,0,Hispanic,,,,,,
180,Cumberland County,8,Frank P. Brown Elementary,K8,0,Native Hawaiian or Other Pacific Islander,,,,,,
180,Cumberland County,8,Frank P. Brown Elementary,K8,0,Students with Disabilities,2,2,2,,,
180,Cumberland County,8,Frank P. Brown Elementary,K8,,Subgroups,2.5,1.5,2.5,,,
180,Cumberland County,8,Frank P. Brown Elementary,K8,0,Super Subgroup,2,1,,,,
180,Cumberland County,8,Frank P. Brown Elementary,K8,0,White,3,1,3,,,
180,Cumberland County,10,Homestead Elementary School,K8,0,All Students,3,3,4,,,
180,Cumberland County,10,Homestead Elementary School,K8,0,American Indian or Alaska Native,,,,,,
180,Cumberland County,10,Homestead Elementary School,K8,0,Asian,,,,,,
180,Cumberland County,10,Homestead Elementary School,K8,0,Black/Hispanic/Native American,,2,4,,,
180,Cumberland County,10,Homestead Elementary School,K8,0,Economically Disadvantaged,2,4,4,,,
180,Cumberland County,10,Homestead Elementary School,K8,0,English Learners with Transitional 1-4,,,,,,
180,Cumberland County,10,Homestead Elementary School,K8,0,Hispanic,,,,,,
180,Cumberland County,10,Homestead Elementary School,K8,0,Native Hawaiian or Other Pacific Islander,,,,,,
180,Cumberland County,10,Homestead Elementary School,K8,0,Students with Disabilities,3,4,4,,,
180,Cumberland County,10,Homestead Elementary School,K8,,Subgroups,2.5,3.333333333,4,,,
180,Cumberland County,10,Homestead Elementary School,K8,0,Super Subgroup,2,4,,,,
180,Cumberland County,10,Homestead Elementary School,K8,0,White,3,4,4,,,
180,Cumberland County,15,Crab Orchard Elementary,K8,0,All Students,2,0,3,,,
180,Cumberland County,15,Crab Orchard Elementary,K8,0,Asian,,,,,,
180,Cumberland County,15,Crab Orchard Elementary,K8,0,Black or African American,,,,,,
180,Cumberland County,15,Crab Orchard Elementary,K8,0,Black/Hispanic/Native American,,,,,,
180,Cumberland County,15,Crab Orchard Elementary,K8,0,Economically Disadvantaged,3,1,4,,,
180,Cumberland County,15,Crab Orchard Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
180,Cumberland County,15,Crab Orchard Elementary,K8,0,Hispanic,,,,,,
180,Cumberland County,15,Crab Orchard Elementary,K8,0,Students with Disabilities,2,2,4,,,
180,Cumberland County,15,Crab Orchard Elementary,K8,,Subgroups,2.5,1.5,4,,,
180,Cumberland County,15,Crab Orchard Elementary,K8,0,Super Subgroup,2,1,,,,
180,Cumberland County,15,Crab Orchard Elementary,K8,0,White,2,0,3,,,
180,Cumberland County,25,Cumberland County High School,HS,0,All Students,3,0,4,3,4,
180,Cumberland County,25,Cumberland County High School,HS,0,American Indian or Alaska Native,,,,,,
180,Cumberland County,25,Cumberland County High School,HS,0,Asian,,,,,,
180,Cumberland County,25,Cumberland County High School,HS,0,Black or African American,,,,,,
180,Cumberland County,25,Cumberland County High School,HS,0,Black/Hispanic/Native American,2,2,4,,,
180,Cumberland County,25,Cumberland County High School,HS,0,Economically Disadvantaged,2,0,4,2,4,
180,Cumberland County,25,Cumberland County High School,HS,0,English Learners with Transitional 1-4,,,,,,
180,Cumberland County,25,Cumberland County High School,HS,0,Hispanic,,1,4,,,
180,Cumberland County,25,Cumberland County High School,HS,0,Native Hawaiian or Other Pacific Islander,,,,,,
180,Cumberland County,25,Cumberland County High School,HS,0,Students with Disabilities,2,1,4,,,
180,Cumberland County,25,Cumberland County High School,HS,,Subgroups,2,1,4,2,4,
180,Cumberland County,25,Cumberland County High School,HS,0,Super Subgroup,2,0,,,4,
180,Cumberland County,25,Cumberland County High School,HS,0,White,3,0,4,3,4,
180,Cumberland County,33,Glenn Martin Elementary,K8,0,All Students,3,4,2,,,4
180,Cumberland County,33,Glenn Martin Elementary,K8,0,American Indian or Alaska Native,,,,,,
180,Cumberland County,33,Glenn Martin Elementary,K8,0,Asian,,,,,,
180,Cumberland County,33,Glenn Martin Elementary,K8,0,Black or African American,,,,,,
180,Cumberland County,33,Glenn Martin Elementary,K8,0,Black/Hispanic/Native American,3,4,3,,,3
180,Cumberland County,33,Glenn Martin Elementary,K8,0,Economically Disadvantaged,3,3,1,,,
180,Cumberland County,33,Glenn Martin Elementary,K8,0,English Learners with Transitional 1-4,,,,,,4
180,Cumberland County,33,Glenn Martin Elementary,K8,0,Hispanic,3,3,4,,,3
180,Cumberland County,33,Glenn Martin Elementary,K8,0,Students with Disabilities,3,2,2,,,
180,Cumberland County,33,Glenn Martin Elementary,K8,,Subgroups,3,3,2,,,3.5
180,Cumberland County,33,Glenn Martin Elementary,K8,0,Super Subgroup,3,4,,,,
180,Cumberland County,33,Glenn Martin Elementary,K8,0,White,3,3,2,,,
180,Cumberland County,53,North Cumberland Elementary,K8,0,All Students,2,0,2,,,
180,Cumberland County,53,North Cumberland Elementary,K8,0,American Indian or Alaska Native,,,,,,
180,Cumberland County,53,North Cumberland Elementary,K8,0,Asian,,,,,,
180,Cumberland County,53,North Cumberland Elementary,K8,0,Black or African American,,,,,,
180,Cumberland County,53,North Cumberland Elementary,K8,0,Black/Hispanic/Native American,,,,,,
180,Cumberland County,53,North Cumberland Elementary,K8,0,Economically Disadvantaged,1,1,2,,,
180,Cumberland County,53,North Cumberland Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
180,Cumberland County,53,North Cumberland Elementary,K8,0,Hispanic,,,,,,
180,Cumberland County,53,North Cumberland Elementary,K8,0,Students with Disabilities,2,3,2,,,
180,Cumberland County,53,North Cumberland Elementary,K8,,Subgroups,1.5,2,2,,,
180,Cumberland County,53,North Cumberland Elementary,K8,0,Super Subgroup,1,1,,,,
180,Cumberland County,53,North Cumberland Elementary,K8,0,White,2,0,3,,,
180,Cumberland County,55,Pine View Elementary,K8,0,All Students,3,3,3,,,
180,Cumberland County,55,Pine View Elementary,K8,0,Black or African American,,,,,,
180,Cumberland County,55,Pine View Elementary,K8,0,Black/Hispanic/Native American,,,,,,
180,Cumberland County,55,Pine View Elementary,K8,0,Economically Disadvantaged,3,2,2,,,
180,Cumberland County,55,Pine View Elementary,K8,0,Students with Disabilities,,,,,,
180,Cumberland County,55,Pine View Elementary,K8,,Subgroups,3,2,2,,,
180,Cumberland County,55,Pine View Elementary,K8,0,Super Subgroup,2,3,,,,
180,Cumberland County,55,Pine View Elementary,K8,0,White,3,3,3,,,
180,Cumberland County,60,Pleasant Hill Elementary,K8,0,All Students,2,3,2,,,
180,Cumberland County,60,Pleasant Hill Elementary,K8,0,American Indian or Alaska Native,,,,,,
180,Cumberland County,60,Pleasant Hill Elementary,K8,0,Asian,,,,,,
180,Cumberland County,60,Pleasant Hill Elementary,K8,0,Black or African American,,,,,,
180,Cumberland County,60,Pleasant Hill Elementary,K8,0,Black/Hispanic/Native American,,,,,,
180,Cumberland County,60,Pleasant Hill Elementary,K8,0,Economically Disadvantaged,2,2,2,,,
180,Cumberland County,60,Pleasant Hill Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
180,Cumberland County,60,Pleasant Hill Elementary,K8,0,Hispanic,,,,,,
180,Cumberland County,60,Pleasant Hill Elementary,K8,0,Students with Disabilities,2,2,4,,,
180,Cumberland County,60,Pleasant Hill Elementary,K8,,Subgroups,2,2,3,,,
180,Cumberland County,60,Pleasant Hill Elementary,K8,0,Super Subgroup,2,2,,,,
180,Cumberland County,60,Pleasant Hill Elementary,K8,0,White,2,3,2,,,
180,Cumberland County,73,South Cumberland Elementary,K8,0,All Students,4,4,4,,,
180,Cumberland County,73,South Cumberland Elementary,K8,0,Asian,,,,,,
180,Cumberland County,73,South Cumberland Elementary,K8,0,Black or African American,,,,,,
180,Cumberland County,73,South Cumberland Elementary,K8,0,Black/Hispanic/Native American,,3,4,,,
180,Cumberland County,73,South Cumberland Elementary,K8,0,Economically Disadvantaged,3,3,4,,,
180,Cumberland County,73,South Cumberland Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
180,Cumberland County,73,South Cumberland Elementary,K8,0,Hispanic,,3,,,,
180,Cumberland County,73,South Cumberland Elementary,K8,0,Students with Disabilities,2,1,2,,,
180,Cumberland County,73,South Cumberland Elementary,K8,,Subgroups,2.5,2.333333333,3.333333333,,,
180,Cumberland County,73,South Cumberland Elementary,K8,0,Super Subgroup,3,4,,,,
180,Cumberland County,73,South Cumberland Elementary,K8,0,White,4,4,4,,,
180,Cumberland County,74,Stone Elementary,K8,0,All Students,3,4,3,,,4
180,Cumberland County,74,Stone Elementary,K8,0,American Indian or Alaska Native,,,,,,
180,Cumberland County,74,Stone Elementary,K8,0,Asian,,,,,,
180,Cumberland County,74,Stone Elementary,K8,0,Black or African American,,,,,,
180,Cumberland County,74,Stone Elementary,K8,0,Black/Hispanic/Native American,2,4,2,,,4
180,Cumberland County,74,Stone Elementary,K8,0,Economically Disadvantaged,1,4,4,,,4
180,Cumberland County,74,Stone Elementary,K8,0,English Learners with Transitional 1-4,,3,3,,,4
180,Cumberland County,74,Stone Elementary,K8,0,Hispanic,2,3,2,,,4
180,Cumberland County,74,Stone Elementary,K8,0,Students with Disabilities,2,3,3,,,
180,Cumberland County,74,Stone Elementary,K8,,Subgroups,1.666666667,3.5,3,,,4
180,Cumberland County,74,Stone Elementary,K8,0,Super Subgroup,1,4,,,,
180,Cumberland County,74,Stone Elementary,K8,0,White,3,4,4,,,
180,Cumberland County,79,Stone Memorial High School,HS,0,All Students,3,2,3,4,4,0
180,Cumberland County,79,Stone Memorial High School,HS,0,American Indian or Alaska Native,,,,,,
180,Cumberland County,79,Stone Memorial High School,HS,0,Asian,,,,,,
180,Cumberland County,79,Stone Memorial High School,HS,0,Black or African American,,,,,,
180,Cumberland County,79,Stone Memorial High School,HS,0,Black/Hispanic/Native American,3,2,4,,,1
180,Cumberland County,79,Stone Memorial High School,HS,0,Economically Disadvantaged,3,2,3,3,0,
180,Cumberland County,79,Stone Memorial High School,HS,0,English Learners with Transitional 1-4,,,,,,0
180,Cumberland County,79,Stone Memorial High School,HS,0,Hispanic,3,3,4,,,1
180,Cumberland County,79,Stone Memorial High School,HS,0,Native Hawaiian or Other Pacific Islander,,,,,,
180,Cumberland County,79,Stone Memorial High School,HS,0,Students with Disabilities,2,2,2,4,2,
180,Cumberland County,79,Stone Memorial High School,HS,,Subgroups,2.666666667,2,3,3.5,1,0.5
180,Cumberland County,79,Stone Memorial High School,HS,0,Super Subgroup,3,2,,,2,
180,Cumberland County,79,Stone Memorial High School,HS,0,White,4,2,4,4,4,
180,Cumberland County,85,The Phoenix School,HS,0,All Students,2,0,4,4,2,
180,Cumberland County,85,The Phoenix School,HS,0,Black or African American,,,,,,
180,Cumberland County,85,The Phoenix School,HS,0,Black/Hispanic/Native American,,,,,,
180,Cumberland County,85,The Phoenix School,HS,0,Economically Disadvantaged,,1,,,,
180,Cumberland County,85,The Phoenix School,HS,0,English Learners with Transitional 1-4,,,,,,
180,Cumberland County,85,The Phoenix School,HS,0,Hispanic,,,,,,
180,Cumberland County,85,The Phoenix School,HS,0,Students with Disabilities,,,,,,
180,Cumberland County,85,The Phoenix School,HS,,Subgroups,,1,,,,
180,Cumberland County,85,The Phoenix School,HS,0,Super Subgroup,,0,,,0,
180,Cumberland County,85,The Phoenix School,HS,0,White,1,0,4,4,2,
190,Davidson County,1,A. Z. Kelley Elementary,K8,0,All Students,2,2,4,,,3
190,Davidson County,1,A. Z. Kelley Elementary,K8,0,Asian,,3,4,,,3
190,Davidson County,1,A. Z. Kelley Elementary,K8,0,Black or African American,2,1,4,,,
190,Davidson County,1,A. Z. Kelley Elementary,K8,0,Black/Hispanic/Native American,2,2,4,,,3
190,Davidson County,1,A. Z. Kelley Elementary,K8,0,Economically Disadvantaged,1,1,4,,,4
190,Davidson County,1,A. Z. Kelley Elementary,K8,0,English Learners with Transitional 1-4,2,4,4,,,3
190,Davidson County,1,A. Z. Kelley Elementary,K8,0,Hispanic,1,3,4,,,4
190,Davidson County,1,A. Z. Kelley Elementary,K8,0,Students with Disabilities,2,2,4,,,2
190,Davidson County,1,A. Z. Kelley Elementary,K8,,Subgroups,1.75,2.25,4,,,3
190,Davidson County,1,A. Z. Kelley Elementary,K8,0,Super Subgroup,2,2,,,,
190,Davidson County,1,A. Z. Kelley Elementary,K8,0,White,3,1,3,,,3
190,Davidson County,3,MNPS Virtual School,K8,0,All Students,,2,4,,,
190,Davidson County,3,MNPS Virtual School,K8,0,American Indian or Alaska Native,,,,,,
190,Davidson County,3,MNPS Virtual School,K8,0,Asian,,,,,,
190,Davidson County,3,MNPS Virtual School,K8,0,Black or African American,,,,,,
190,Davidson County,3,MNPS Virtual School,K8,0,Black/Hispanic/Native American,,,,,,
190,Davidson County,3,MNPS Virtual School,K8,0,Economically Disadvantaged,,,,,,
190,Davidson County,3,MNPS Virtual School,K8,0,English Learners with Transitional 1-4,,,,,,
190,Davidson County,3,MNPS Virtual School,K8,0,Hispanic,,,,,,
190,Davidson County,3,MNPS Virtual School,K8,0,Students with Disabilities,,,,,,
190,Davidson County,3,MNPS Virtual School,K8,,Subgroups,,2,,,,
190,Davidson County,3,MNPS Virtual School,K8,0,Super Subgroup,,2,,,,
190,Davidson County,3,MNPS Virtual School,K8,0,White,,2,4,,,
190,Davidson County,5,Alex Green Elementary,K8,0,All Students,2,2,4,,,2
190,Davidson County,5,Alex Green Elementary,K8,0,Black or African American,2,2,4,,,
190,Davidson County,5,Alex Green Elementary,K8,0,Black/Hispanic/Native American,1,2,4,,,3
190,Davidson County,5,Alex Green Elementary,K8,0,Economically Disadvantaged,2,2,4,,,
190,Davidson County,5,Alex Green Elementary,K8,0,English Learners with Transitional 1-4,,2,,,,2
190,Davidson County,5,Alex Green Elementary,K8,0,Hispanic,,3,,,,3
190,Davidson County,5,Alex Green Elementary,K8,0,Students with Disabilities,,,,,,
190,Davidson County,5,Alex Green Elementary,K8,,Subgroups,1.5,2,4,,,2.5
190,Davidson County,5,Alex Green Elementary,K8,0,Super Subgroup,2,2,,,,
190,Davidson County,5,Alex Green Elementary,K8,0,White,,,,,,
190,Davidson County,10,Amqui Elementary,K8,0,All Students,2,4,4,,,4
190,Davidson County,10,Amqui Elementary,K8,0,Asian,,,,,,
190,Davidson County,10,Amqui Elementary,K8,0,Black or African American,2,3,4,,,
190,Davidson County,10,Amqui Elementary,K8,0,Black/Hispanic/Native American,3,4,4,,,4
190,Davidson County,10,Amqui Elementary,K8,0,Economically Disadvantaged,1,3,4,,,3
190,Davidson County,10,Amqui Elementary,K8,0,English Learners with Transitional 1-4,3,4,4,,,4
190,Davidson County,10,Amqui Elementary,K8,0,Hispanic,3,4,3,,,4
190,Davidson County,10,Amqui Elementary,K8,0,Students with Disabilities,,,4,,,
190,Davidson County,10,Amqui Elementary,K8,,Subgroups,2.333333333,3.666666667,4,,,3.666666667
190,Davidson County,10,Amqui Elementary,K8,0,Super Subgroup,2,4,,,,
190,Davidson County,10,Amqui Elementary,K8,0,White,,2,4,,,
190,Davidson County,15,Andrew Jackson Elementary,K8,0,All Students,3,4,4,,,2
190,Davidson County,15,Andrew Jackson Elementary,K8,0,Asian,,,,,,
190,Davidson County,15,Andrew Jackson Elementary,K8,0,Black or African American,3,3,4,,,
190,Davidson County,15,Andrew Jackson Elementary,K8,0,Black/Hispanic/Native American,3,4,4,,,3
190,Davidson County,15,Andrew Jackson Elementary,K8,0,Economically Disadvantaged,1,4,4,,,
190,Davidson County,15,Andrew Jackson Elementary,K8,0,English Learners with Transitional 1-4,,,,,,2
190,Davidson County,15,Andrew Jackson Elementary,K8,0,Hispanic,,3,4,,,2
190,Davidson County,15,Andrew Jackson Elementary,K8,0,Native Hawaiian or Other Pacific Islander,,,,,,
190,Davidson County,15,Andrew Jackson Elementary,K8,0,Students with Disabilities,,3,4,,,
190,Davidson County,15,Andrew Jackson Elementary,K8,,Subgroups,2,3.666666667,4,,,2.5
190,Davidson County,15,Andrew Jackson Elementary,K8,0,Super Subgroup,2,4,,,,
190,Davidson County,15,Andrew Jackson Elementary,K8,0,White,3,4,4,,,
190,Davidson County,20,Antioch High School,HS,0,All Students,1,0,4,2,3,0
190,Davidson County,20,Antioch High School,HS,0,American Indian or Alaska Native,,,,,,
190,Davidson County,20,Antioch High School,HS,0,Asian,2,2,4,,,0
190,Davidson County,20,Antioch High School,HS,0,Black or African American,1,0,2,1,2,0
190,Davidson County,20,Antioch High School,HS,0,Black/Hispanic/Native American,1,0,4,2,3,0
190,Davidson County,20,Antioch High School,HS,0,Economically Disadvantaged,1,0,4,4,3,0
190,Davidson County,20,Antioch High School,HS,0,English Learners with Transitional 1-4,1,0,4,4,2,0
190,Davidson County,20,Antioch High School,HS,0,Hispanic,1,0,4,4,3,0
190,Davidson County,20,Antioch High School,HS,0,Native Hawaiian or Other Pacific Islander,,,,,,
190,Davidson County,20,Antioch High School,HS,0,Students with Disabilities,1,1,4,4,0,0
190,Davidson County,20,Antioch High School,HS,,Subgroups,1,0.25,4,3.5,2,0
190,Davidson County,20,Antioch High School,HS,0,Super Subgroup,1,0,,,3,
190,Davidson County,20,Antioch High School,HS,0,White,2,0,4,4,4,0
190,Davidson County,23,Antioch Middle,K8,0,All Students,1,2,4,,,2
190,Davidson County,23,Antioch Middle,K8,0,Asian,2,2,4,,,4
190,Davidson County,23,Antioch Middle,K8,0,Black or African American,1,3,4,,,2
190,Davidson County,23,Antioch Middle,K8,0,Black/Hispanic/Native American,1,2,4,,,1
190,Davidson County,23,Antioch Middle,K8,0,Economically Disadvantaged,1,2,4,,,1
190,Davidson County,23,Antioch Middle,K8,0,English Learners with Transitional 1-4,1,2,4,,,2
190,Davidson County,23,Antioch Middle,K8,0,Hispanic,1,2,4,,,1
190,Davidson County,23,Antioch Middle,K8,0,Native Hawaiian or Other Pacific Islander,,,,,,
190,Davidson County,23,Antioch Middle,K8,0,Students with Disabilities,1,2,4,,,0
190,Davidson County,23,Antioch Middle,K8,,Subgroups,1,2,4,,,1
190,Davidson County,23,Antioch Middle,K8,0,Super Subgroup,1,2,,,,
190,Davidson County,23,Antioch Middle,K8,0,White,1,2,2,,,3
190,Davidson County,25,Apollo Middle,K8,0,All Students,0,0,2,,,1
190,Davidson County,25,Apollo Middle,K8,0,American Indian or Alaska Native,,,,,,
190,Davidson County,25,Apollo Middle,K8,0,Asian,,1,4,,,1
190,Davidson County,25,Apollo Middle,K8,0,Black or African American,0,0,2,,,1
190,Davidson County,25,Apollo Middle,K8,0,Black/Hispanic/Native American,0,0,3,,,1
190,Davidson County,25,Apollo Middle,K8,0,Economically Disadvantaged,0,0,3,,,1
190,Davidson County,25,Apollo Middle,K8,0,English Learners with Transitional 1-4,0,0,4,,,1
190,Davidson County,25,Apollo Middle,K8,0,Hispanic,0,0,4,,,1
190,Davidson County,25,Apollo Middle,K8,0,Students with Disabilities,2,1,2,,,0
190,Davidson County,25,Apollo Middle,K8,,Subgroups,0.5,0.25,3,,,0.75
190,Davidson County,25,Apollo Middle,K8,0,Super Subgroup,0,0,,,,
190,Davidson County,25,Apollo Middle,K8,0,White,0,0,2,,,1
190,Davidson County,35,Moses McKissack Middle,K8,0,All Students,1,0,4,,,1
190,Davidson County,35,Moses McKissack Middle,K8,0,Black or African American,1,0,4,,,
190,Davidson County,35,Moses McKissack Middle,K8,0,Black/Hispanic/Native American,1,0,4,,,1
190,Davidson County,35,Moses McKissack Middle,K8,0,Economically Disadvantaged,1,0,4,,,2
190,Davidson County,35,Moses McKissack Middle,K8,0,English Learners with Transitional 1-4,,2,,,,1
190,Davidson County,35,Moses McKissack Middle,K8,0,Hispanic,,2,,,,1
190,Davidson County,35,Moses McKissack Middle,K8,0,Students with Disabilities,2,2,4,,,
190,Davidson County,35,Moses McKissack Middle,K8,,Subgroups,1.333333333,1,4,,,1.333333333
190,Davidson County,35,Moses McKissack Middle,K8,0,Super Subgroup,1,0,,,,
190,Davidson County,35,Moses McKissack Middle,K8,0,White,,,,,,
190,Davidson County,40,Bellevue Middle,K8,0,All Students,2,0,2,,,1
190,Davidson County,40,Bellevue Middle,K8,0,American Indian or Alaska Native,,,,,,
190,Davidson County,40,Bellevue Middle,K8,0,Asian,4,0,4,,,
190,Davidson County,40,Bellevue Middle,K8,0,Black or African American,1,0,2,,,
190,Davidson County,40,Bellevue Middle,K8,0,Black/Hispanic/Native American,1,0,2,,,0
190,Davidson County,40,Bellevue Middle,K8,0,Economically Disadvantaged,1,0,2,,,
190,Davidson County,40,Bellevue Middle,K8,0,English Learners with Transitional 1-4,2,2,3,,,1
190,Davidson County,40,Bellevue Middle,K8,0,Hispanic,1,1,2,,,
190,Davidson County,40,Bellevue Middle,K8,0,Students with Disabilities,3,2,4,,,
190,Davidson County,40,Bellevue Middle,K8,,Subgroups,1.75,1,2.75,,,0.5
190,Davidson County,40,Bellevue Middle,K8,0,Super Subgroup,1,0,,,,
190,Davidson County,40,Bellevue Middle,K8,0,White,3,0,2,,,
190,Davidson County,45,Bellshire Elementary,K8,0,All Students,2,3,2,,,3
190,Davidson County,45,Bellshire Elementary,K8,0,Asian,,,,,,
190,Davidson County,45,Bellshire Elementary,K8,0,Black or African American,2,3,2,,,
190,Davidson County,45,Bellshire Elementary,K8,0,Black/Hispanic/Native American,2,3,2,,,3
190,Davidson County,45,Bellshire Elementary,K8,0,Economically Disadvantaged,2,2,2,,,
190,Davidson County,45,Bellshire Elementary,K8,0,English Learners with Transitional 1-4,,,,,,3
190,Davidson County,45,Bellshire Elementary,K8,0,Hispanic,,,,,,
190,Davidson County,45,Bellshire Elementary,K8,0,Students with Disabilities,,3,2,,,
190,Davidson County,45,Bellshire Elementary,K8,,Subgroups,2,2.666666667,2,,,3
190,Davidson County,45,Bellshire Elementary,K8,0,Super Subgroup,2,3,,,,
190,Davidson County,45,Bellshire Elementary,K8,0,White,,,,,,
190,Davidson County,53,Nashville Big Picture High School,K8,0,All Students,3,2,4,,,
190,Davidson County,53,Nashville Big Picture High School,K8,0,Asian,,,,,,
190,Davidson County,53,Nashville Big Picture High School,K8,0,Black or African American,3,2,3,,,
190,Davidson County,53,Nashville Big Picture High School,K8,0,Black/Hispanic/Native American,3,2,4,,,
190,Davidson County,53,Nashville Big Picture High School,K8,0,Economically Disadvantaged,4,1,2,,,
190,Davidson County,53,Nashville Big Picture High School,K8,0,English Learners with Transitional 1-4,,,,,,
190,Davidson County,53,Nashville Big Picture High School,K8,0,Hispanic,,,,,,
190,Davidson County,53,Nashville Big Picture High School,K8,0,Students with Disabilities,,2,,,,
190,Davidson County,53,Nashville Big Picture High School,K8,,Subgroups,3.5,1.666666667,3,,,
